ID,Url,Price,Name,Manufacturer,Image,Image_Url,Core_Count,Thread_Count,Base_Clock,Cache,Socket,Cpu_Cooler,TDP,Integrated_GPU
65,https://www.jimms.fi/fi/Product/Show/195756/bx8071514600k/intel-core-i5-14600k-lga1700-3-50-ghz-24mb-boxed,379.9,Core i5-14600k,Intel,CPU_464821-ig800gg.jpg,https://ic.jimms.fi/product/2/8/464821-ig800gg.jpg,14 (6p + 8e),20,"3.5 ghz (base, p-core) / 2.6 ghz (base, e-core)",24 mb,Lga1700,,125w,Intel® uhd graphics 770
66,https://www.jimms.fi/fi/Product/Show/187565/100-000000800/amd-epyc-9334-sp5-2-70-ghz-32-core-tray,3471.9,Epyc 9334,AMD,CPU_416144-ig800gg.jpg,https://ic.jimms.fi/product/4/5/416144-ig800gg.jpg,32,64,2.7 ghz,128 mb,Sp5,,210 w,
67,https://www.jimms.fi/fi/Product/Show/196452/100-000001172/amd-epyc-8534pn-sp6-2-0-ghz-64-core-tray,5377.9,Epyc 8534pn,AMD,CPU_463866-ig800gg.jpg,https://ic.jimms.fi/product/6/3/463866-ig800gg.jpg,64,128,2.0 ghz,128 mb,Sp6,,175 w,
68,https://www.jimms.fi/fi/Product/Show/184474/bx8071513600k/intel-core-i5-13600k-lga1700-3-50-ghz-24mb-boxed,369.9,Core i5-13600k,Intel,CPU_405404-ig800gg.jpg,https://ic.jimms.fi/product/0/5/405404-ig800gg.jpg,14 (6p + 8e),20,"3.50 ghz (base, p-core) / 2.60 ghz (base, e-core)",24 mb,Lga1700,,125w,Intel® uhd graphics 770
69,https://www.jimms.fi/fi/Product/Show/178220/bx8071512700f/intel-core-i7-12700f-lga1700-2-10-ghz-25mb-boxed,332.9,Core i7-12700f,Intel,CPU_366586-ig800gg.jpg,https://ic.jimms.fi/product/8/3/366586-ig800gg.jpg,12 (8p + 4e),20,2.10 ghz (base),25mb,Lga1700,,65w,
70,https://www.jimms.fi/fi/Product/Show/161250/bx80701g6500/intel-pentium-gold-g6500-lga1200-4-10-ghz-4mb-boxed,136.9,Pentium gold g6500,Intel,CPU_288747-ig800gg.jpg,https://ic.jimms.fi/product/4/2/288747-ig800gg.jpg,2,4,4.10 ghz,4mb,Lga1200,,58w,Intel® uhd graphics 610
71,https://www.jimms.fi/fi/Product/Show/187552/100-000000789/amd-epyc-9654-sp5-2-40-ghz-96-core-tray,10126.9,Epyc 9654,AMD,CPU_416101-ig800gg.jpg,https://ic.jimms.fi/product/0/8/416101-ig800gg.jpg,96,192,2.4 ghz,384 mb,Sp5,,360 w,
72,https://www.jimms.fi/fi/Product/Show/187568/100-000000939/amd-epyc-9224-sp5-2-50-ghz-24-core-tray,2201.9,Epyc 9224,AMD,CPU_416153-ig800gg.jpg,https://ic.jimms.fi/product/5/6/416153-ig800gg.jpg,24,48,2.5 ghz,64 mb,Sp5,,200 w,
73,https://www.jimms.fi/fi/Product/Show/166062/100-100000059wof/amd-ryzen-9-5950x-am4-3-4-ghz-16-core-boxed,519.9,Ryzen 9 5950x,AMD,CPU_303985-ig800gg.jpg,https://ic.jimms.fi/product/8/4/303985-ig800gg.jpg,16,32,3.4 ghz,L2 cache: 8mb,Am4,,105w,
74,https://www.jimms.fi/fi/Product/Show/164084/bx80701g5925/intel-celeron-g5925-lga1200-3-60-ghz-4mb-boxed,80.9,Celeron g5925,Intel,CPU_294446-ig800gg.jpg,https://ic.jimms.fi/product/4/3/294446-ig800gg.jpg,2,2,3.60 ghz,4mb,Lga1200,,58w,Intel® uhd graphics 610
75,https://www.jimms.fi/fi/Product/Show/192031/cd8068904691303/intel-xeon-w-3365-lga4189-2-70ghz-48mb-tray,5189.9,Xeon w-3365,Intel,CPU_439491-ig800gg.jpg,https://ic.jimms.fi/product/9/8/439491-ig800gg.jpg,32-core,64,2.7 ghz,48 mt,Lga4189,,270 w,
76,https://www.jimms.fi/fi/Product/Show/195758/bx8071514700k/intel-core-i7-14700k-lga1700-3-40-ghz-33mb-boxed,499.9,Core i7-14700k,Intel,CPU_464823-ig800gg.jpg,https://ic.jimms.fi/product/2/6/464823-ig800gg.jpg,20 (8p + 12e),28,"3.4 ghz (base, p-core) / 2.5 ghz (base, e-core)",33 mb,Lga1700,,125w,Intel® uhd graphics 770
77,https://www.jimms.fi/fi/Product/Show/191502/pk8071305129101/intel-xeon-w3-2425-lga4677-3-00ghz-15mb-tray,817.9,Xeon w3-2425,Intel,CPU_436534-ig800gg.jpg,https://ic.jimms.fi/product/3/5/436534-ig800gg.jpg,"6 (6 p-core, 0 e-core)",12,3.00 ghz (base),15 mb intel smart cache,Lga4677,,130 w,
78,https://www.jimms.fi/fi/Product/Show/192037/pk8071305082100/intel-xeon-w5-3425-lga4677-3-20ghz-30mb-tray,1806.9,Xeon w5-3425,Intel,CPU_439503-ig800gg.jpg,https://ic.jimms.fi/product/0/6/439503-ig800gg.jpg,"12 (12 p-core, 0 e-core)",24,3.20 ghz (base),30 mb intel smart cache,Lga4677,,270 w,
79,https://www.jimms.fi/fi/Product/Show/187646/bx8071513700/intel-core-i7-13700-lga1700-2-10-ghz-30mb-boxed,468.9,Core i7-13700,Intel,CPU_420873-ig800gg.jpg,https://ic.jimms.fi/product/7/6/420873-ig800gg.jpg,16 (8p + 8e),24,"2.10 ghz (base, p-core) / 1.50 ghz (base, e-core)",30 mb,Lga1700,Intel laminar rh1 cooler,65w,Intel® uhd graphics 770
80,https://www.jimms.fi/fi/Product/Show/191496/bx807132475x/intel-xeon-w7-2475x-lga4677-2-60ghz-37-5mb-boxed,2396.9,Xeon w7-2475x,Intel,CPU_436529-ig800gg.jpg,https://ic.jimms.fi/product/2/0/436529-ig800gg.jpg,"20 (20 p-core, 0 e-core)",40,2.60 ghz (base),37.5 mb intel smart cache,Lga4677,,225 w,
81,https://www.jimms.fi/fi/Product/Show/187648/bx8071513500/intel-core-i5-13500-lga1700-2-50-ghz-24mb-boxed,285.9,Core i5-13500,Intel,CPU_420870-ig800gg.jpg,https://ic.jimms.fi/product/7/9/420870-ig800gg.jpg,14 (6p + 8e),20,"2.50 ghz (base, p-core) / 1.80 ghz (base, e-core)",24 mb,Lga1700,Intel laminar rh1 cooler,65w,Intel® uhd graphics 770
82,https://www.jimms.fi/fi/Product/Show/178218/bx8071512900f/intel-core-i9-12900f-lga1700-2-40-ghz-30mb-boxed,508.9,Core i9-12900f,Intel,CPU_366592-ig800gg.jpg,https://ic.jimms.fi/product/9/7/366592-ig800gg.jpg,16 (8p + 8e),24,2.4 ghz (base),30mb,Lga1700,,65w,
83,https://www.jimms.fi/fi/Product/Show/192033/cd8068904708502/intel-xeon-w-3323-lga4189-3-50ghz-21mb-tray,1413.9,Xeon w-3323,Intel,CPU_439493-ig800gg.jpg,https://ic.jimms.fi/product/9/6/439493-ig800gg.jpg,12,24,3.5 ghz,21 mt,Lga4189,,220 w,
84,https://www.jimms.fi/fi/Product/Show/152213/100-100000031box/amd-ryzen-5-3600-am4-3-6-ghz-6-core,89.9,Ryzen 5 3600,AMD,CPU_247050-ig800gg.jpg,https://ic.jimms.fi/product/5/9/247050-ig800gg.jpg,6,12,Max boost: 4.20 ghz,L2: 3mb,Amd am4,Wraith stealth,65w,
85,https://www.jimms.fi/fi/Product/Show/176047/bx8071512900kf/intel-core-i9-12900kf-lga1700-3-20-ghz-30mb-boxed,450.9,Core i9-12900kf,Intel,CPU_356341-ig800gg.jpg,https://ic.jimms.fi/product/4/8/356341-ig800gg.jpg,16 (8p + 8e),24,3.20 ghz (base),30mb,Lga1700,,125w,
86,https://www.jimms.fi/fi/Product/Show/161260/bx8070110600/intel-core-i5-10600-lga1200-3-30-ghz-12mb-boxed,323.9,Core i5-10600,Intel,CPU_288740-ig800gg.jpg,https://ic.jimms.fi/product/4/9/288740-ig800gg.jpg,6,12,3.30 ghz,12mb,Lga1200,,65w,Intel® uhd graphics 630
87,https://www.jimms.fi/fi/Product/Show/161263/bx8070110700/intel-core-i7-10700-lga1200-2-90-ghz-16mb-boxed,261.9,Core i7-10700,Intel,CPU_288742-ig800gg.jpg,https://ic.jimms.fi/product/4/7/288742-ig800gg.jpg,8,16,2.90 ghz,16mb,Lga1200,,65w,Intel® uhd graphics 630
88,https://www.jimms.fi/fi/Product/Show/192025/cd8069504248402/intel-xeon-w-3223-lga3647-3-50ghz-16-5mb-tray,986.9,Xeon w-3223,Intel,CPU_439485-ig800gg.jpg,https://ic.jimms.fi/product/8/4/439485-ig800gg.jpg,8,16,3.5 ghz,16.5 mt,Lga3647,,160 w,
89,https://www.jimms.fi/fi/Product/Show/195757/bx8071514600kf/intel-core-i5-14600kf-lga1700-3-50-ghz-24mb-boxed,359.9,Core i5-14600kf,Intel,CPU_464820-ig800gg.jpg,https://ic.jimms.fi/product/2/9/464820-ig800gg.jpg,14 (6p + 8e),20,"3.5 ghz (base, p-core) / 2.6 ghz (base, e-core)",24 mb,Lga1700,,125w,
90,https://www.jimms.fi/fi/Product/Show/191492/bx807132455x/intel-xeon-w5-2455x-lga4677-3-20ghz-30mb-boxed,1246.9,Xeon w5-2455x,Intel,CPU_436525-ig800gg.jpg,https://ic.jimms.fi/product/2/4/436525-ig800gg.jpg,"12 (12 p-core, 0 e-core)",24,3.20 ghz (base),30 mb intel smart cache,Lga4677,,200 w,
91,https://www.jimms.fi/fi/Product/Show/187650/bx8071513400f/intel-core-i5-13400f-lga1700-2-50-ghz-20mb-boxed,239.9,Core i5-13400f,Intel,CPU_420867-ig800gg.jpg,https://ic.jimms.fi/product/6/2/420867-ig800gg.jpg,10 (6p + 4e),16,"2.50 ghz (base, p-core) / 1.80 ghz (base, e-core)",20 mb,Lga1700,Intel laminar rh1 cooler,65w,No
92,https://www.jimms.fi/fi/Product/Show/123424/bx80660e52660v4/intel-xeon-e5-2660-v4-lga2011-3-2ghz-35mb-boxed,1753.9,Xeon e5-2660 v4,Intel,CPU_146317-ig800gg.jpg,https://ic.jimms.fi/product/1/2/146317-ig800gg.jpg,14,28,2.00 ghz,35 mb,Lga2011-3,,105 w,
93,https://www.jimms.fi/fi/Product/Show/178219/bx8071512700/intel-core-i7-12700-lga1700-2-10-ghz-25mb-boxed,363.9,Core i7-12700,Intel,CPU_366583-ig800gg.jpg,https://ic.jimms.fi/product/8/6/366583-ig800gg.jpg,12 (8p + 4e),20,2.1 ghz (base),25mb,Lga1700,,65w,Intel® uhd graphics 770
94,https://www.jimms.fi/fi/Product/Show/169807/bx8070811600k/intel-core-i5-11600k-lga1200-3-90-ghz-12mb-boxed,220.9,Core i5-11600k,Intel,CPU_329941-ig800gg.jpg,https://ic.jimms.fi/product/4/8/329941-ig800gg.jpg,6,12,3.90 ghz (base),12mb,Lga1200,,125w,Intel® uhd graphics 750
95,https://www.jimms.fi/fi/Product/Show/192028/cd8069504439102/intel-xeon-w-2235-lga2066-3-80ghz-8-25mb-tray,828.9,Xeon w-2235,Intel,CPU_439488-ig800gg.jpg,https://ic.jimms.fi/product/8/1/439488-ig800gg.jpg,6,12,3.8 ghz,8.25 mt,Lga2066,,130 w,
96,https://www.jimms.fi/fi/Product/Show/154704/bx806955218/intel-xeon-gold-5218-lga3647-2-30-ghz-22mb-boxed,1779.9,Xeon gold 5218,Intel,CPU_255951-ig800gg.jpg,https://ic.jimms.fi/product/5/8/255951-ig800gg.jpg,16,32,2.30 ghz,22 mb,Lga3647,,125w,
97,https://www.jimms.fi/fi/Product/Show/178226/bx8071512100f/intel-core-i3-12100f-lga1700-3-30-ghz-12mb-boxed,106.9,Core i3-12100f,Intel,CPU_370066-ig800gg.jpg,https://ic.jimms.fi/product/6/3/370066-ig800gg.jpg,4 (4p + 0e),8,3.30 ghz (base),12mb,Lga1700,,58w,
98,https://www.jimms.fi/fi/Product/Show/191495/pk8071305127000/intel-xeon-w5-2465x-lga4677-3-10ghz-33-75mb-tray,1722.9,Xeon w5-2465x,Intel,CPU_436528-ig800gg.jpg,https://ic.jimms.fi/product/2/1/436528-ig800gg.jpg,"16 (16 p-core, 0 e-core)",32,3.10 ghz (base),33.75 mb intel smart cache,Lga4677,,200 w,
99,https://www.jimms.fi/fi/Product/Show/192026/cd8069504152705/intel-xeon-w-3225-lga3647-3-70ghz-16-5mb-tray,1577.9,Xeon w-3225,Intel,CPU_439486-ig800gg.jpg,https://ic.jimms.fi/product/8/3/439486-ig800gg.jpg,8,16,3.7 ghz,16.5 mt,Lga3647,,160 w,
100,https://www.jimms.fi/fi/Product/Show/188073/100-100001015box/amd-ryzen-5-7600-am5-3-8-ghz-6-core-boxed,254.9,Ryzen 5 7600,AMD,CPU_423369-ig800gg.jpg,https://ic.jimms.fi/product/6/0/423369-ig800gg.jpg,6,12,3.8 ghz,32mb,Am5,,65w,Amd radeon graphics
101,https://www.jimms.fi/fi/Product/Show/161249/bx80701g6400/intel-pentium-gold-g6400-lga1200-4-00-ghz-4mb-boxed,84.9,Pentium gold g6400,Intel,CPU_288746-ig800gg.jpg,https://ic.jimms.fi/product/4/3/288746-ig800gg.jpg,2,4,4.00 ghz,4mb,Lga1200,,58w,Intel® uhd graphics 610
102,https://www.jimms.fi/fi/Product/Show/191504/pk8071305127400/intel-xeon-w5-2445-lga4677-3-10ghz-26-25mb-tray,1135.9,Xeon w5-2445,Intel,CPU_436537-ig800gg.jpg,https://ic.jimms.fi/product/3/2/436537-ig800gg.jpg,"10 (10 p-core, 0 e-core)",20,3.10 ghz (base),26.25 mb intel smart cache,Lga4677,,175 w,
103,https://www.jimms.fi/fi/Product/Show/169814/bx8070811700kf/intel-core-i7-11700kf-lga1200-3-60-ghz-16mb-boxed,304.9,Core i7-11700kf,Intel,CPU_329946-ig800gg.jpg,https://ic.jimms.fi/product/4/3/329946-ig800gg.jpg,8,16,3.60 ghz (base),16mb,Lga1200,,125w,
104,https://www.jimms.fi/fi/Product/Show/186663/p15974-b21/hp-enterprise-xeon-silver-4210r-lga3647-2-40-ghz-13-75-mb,914.9,Xeon silver 4210r,HP Enterprise,CPU_410927-ig800gg.jpg,https://ic.jimms.fi/product/2/2/410927-ig800gg.jpg,10,,2.4 ghz,13.75 mt,,,100 w,
105,https://www.jimms.fi/fi/Product/Show/169818/bx8070811400f/intel-core-i5-11400f-lga1200-2-60-ghz-12mb-boxed,133.9,Core i5-11400f,Intel,CPU_329938-ig800gg.jpg,https://ic.jimms.fi/product/3/1/329938-ig800gg.jpg,6,12,2.60 ghz (base),12mb,Lga1200,,65w,
106,https://www.jimms.fi/fi/Product/Show/192036/bx807133475x/intel-xeon-w9-3475x-lga4677-2-20ghz-82-5mb-boxed,4480.9,Xeon w9-3475x,Intel,CPU_439496-ig800gg.jpg,https://ic.jimms.fi/product/9/3/439496-ig800gg.jpg,"36 (36 p-core, 0 e-core)",72,2.20 ghz (base),82.5 mb intel smart cache,Lga4677,,300 w,
107,https://www.jimms.fi/fi/Product/Show/187644/bx8071513900/intel-core-i9-13900-lga1700-2-00-ghz-36mb-boxed,686.9,Core i9-13900,Intel,CPU_420879-ig800gg.jpg,https://ic.jimms.fi/product/7/0/420879-ig800gg.jpg,24 (8p + 16e),32,"2.00 ghz (base, p-core) / 1.50 ghz (base, e-core)",36 mb,Lga1700,Intel laminar rh1 cooler,65w,Intel® uhd graphics 770
108,https://www.jimms.fi/fi/Product/Show/196453/100-000001133/amd-epyc-8324p-sp6-2-65-ghz-32-core-tray,2484.9,Epyc 8324p,AMD,CPU_463867-ig800gg.jpg,https://ic.jimms.fi/product/6/2/463867-ig800gg.jpg,32,64,2.65 ghz,128 mb,Sp6,,180 w,
109,https://www.jimms.fi/fi/Product/Show/188805/100-100000908wof/amd-ryzen-9-7950x3d-am5-4-2-ghz-16-core-wof,759.9,Ryzen 9 7950x3d,AMD,CPU_428637-ig800gg.jpg,https://ic.jimms.fi/product/3/2/428637-ig800gg.jpg,16,32,4.2 ghz,128mb,Am5,,120w,Amd radeon graphics
110,https://www.jimms.fi/fi/Product/Show/169809/bx8070811700/intel-core-i7-11700-lga1200-2-50-ghz-16mb-boxed,247.9,Core i7-11700,Intel,CPU_329943-ig800gg.jpg,https://ic.jimms.fi/product/4/6/329943-ig800gg.jpg,8,16,2.50 ghz (base),16mb,Lga1200,,65w,Intel® uhd graphics 750
111,https://www.jimms.fi/fi/Product/Show/192039/pk8071305081900/intel-xeon-w7-3445-lga4677-2-60ghz-52-5mb-tray,2696.9,Xeon w7-3445,Intel,CPU_439511-ig800gg.jpg,https://ic.jimms.fi/product/1/8/439511-ig800gg.jpg,"20 (20 p-core, 0 e-core)",40,2.60 ghz (base),52.5 mb intel smart cache,Lga4677,,270 w,
112,https://www.jimms.fi/fi/Product/Show/187559/100-000000788/amd-epyc-9474f-sp5-3-60-ghz-48-core-tray,8201.9,Epyc 9474f,AMD,CPU_416126-ig800gg.jpg,https://ic.jimms.fi/product/2/3/416126-ig800gg.jpg,48,96,3.6 ghz,256 mb,Sp5,,360 w,
113,https://www.jimms.fi/fi/Product/Show/176051/bx8071512600kf/intel-core-i5-12600kf-lga1700-3-70-ghz-20mb-boxed,229.9,Core i5-12600kf,Intel,CPU_356328-ig800gg.jpg,https://ic.jimms.fi/product/2/1/356328-ig800gg.jpg,10 (6p + 4e),16,3.70 ghz (base),20mb,Lga1700,,125w,
114,https://www.jimms.fi/fi/Product/Show/149447/bx80673w3175x/intel-xeon-w-3175x-lga3647-3-1-ghz-38-5-mb-boxed,3489.9,Xeon w-3175x,Intel,CPU_233620-ig800gg.jpg,https://ic.jimms.fi/product/2/9/233620-ig800gg.jpg,28,56,3.10 ghz,38.5 mb,Lga3647,,255w,
115,https://www.jimms.fi/fi/Product/Show/180900/100-100000510box/amd-ryzen-3-4100-am4-3-8-ghz-4-core-boxed,74.9,Ryzen 3 4100,AMD,CPU_383491-ig800gg.jpg,https://ic.jimms.fi/product/9/8/383491-ig800gg.jpg,4,8,3.8 ghz,4mb,Am4,Amd wraith stealth,65w,
116,https://www.jimms.fi/fi/Product/Show/196454/100-000000877/amd-epyc-8434p-sp6-2-5-ghz-48-core-tray,3470.9,Epyc 8434p,AMD,CPU_463868-ig800gg.jpg,https://ic.jimms.fi/product/6/1/463868-ig800gg.jpg,48,96,2.5 ghz,128 mb,Sp6,,200 w,
117,https://www.jimms.fi/fi/Product/Show/184604/100-100000591wof/amd-ryzen-7-7700x-am5-4-5-ghz-8-core-wof,374.9,Ryzen 7 7700x,AMD,CPU_416529-ig800gg.jpg,https://ic.jimms.fi/product/2/0/416529-ig800gg.jpg,8,16,4.5 ghz,32mb,Am5,,105w,Amd radeon graphics
118,https://www.jimms.fi/fi/Product/Show/191500/pk8071305129200/intel-xeon-w3-2423-lga4677-2-10ghz-15mb-tray,489.9,Xeon w3-2423,Intel,CPU_436533-ig800gg.jpg,https://ic.jimms.fi/product/3/6/436533-ig800gg.jpg,"6 (6 p-core, 0 e-core)",12,2.10 ghz (base),15 mb intel smart cache,Lga4677,,120 w,
119,https://www.jimms.fi/fi/Product/Show/187560/100-000000873/amd-epyc-9454p-sp5-2-75-ghz-48-core-tray,4969.9,Epyc 9454p,AMD,CPU_416129-ig800gg.jpg,https://ic.jimms.fi/product/2/0/416129-ig800gg.jpg,48,96,2.75 ghz,256 mb,Sp5,,290 w,
120,https://www.jimms.fi/fi/Product/Show/154706/bx806954214/intel-xeon-silver-4214-lga3647-2-20-ghz-16-5-mb-boxed,884.9,Xeon silver 4214,Intel,CPU_255953-ig800gg.jpg,https://ic.jimms.fi/product/5/6/255953-ig800gg.jpg,12,24,2.20 ghz,16.5 mb,Lga3647,,85w,
121,https://www.jimms.fi/fi/Product/Show/184473/bx8071513700kf/intel-core-i7-13700kf-lga1700-3-40-ghz-30mb-boxed,472.9,Core i7-13700kf,Intel,CPU_405413-ig800gg.jpg,https://ic.jimms.fi/product/1/6/405413-ig800gg.jpg,16 (8p + 8e),24,"3.40 ghz (base, p-core) / 2.50 ghz (base, e-core)",30 mb,Lga1700,,125w,
122,https://www.jimms.fi/fi/Product/Show/187551/100-000000803/amd-epyc-9654p-sp5-2-40-ghz-96-core-tray,10177.9,Epyc 9654p,AMD,CPU_416098-ig800gg.jpg,https://ic.jimms.fi/product/9/1/416098-ig800gg.jpg,96,192,2.4 ghz,384 mb,Sp5,,360 w,
123,https://www.jimms.fi/fi/Product/Show/169824/bx8070110105f/intel-core-i3-10105f-lga1200-3-70-ghz-6mb-boxed,79.9,Core i3-10105f,Intel,CPU_332827-ig800gg.jpg,https://ic.jimms.fi/product/2/2/332827-ig800gg.jpg,4,8,3.70 ghz (base),6mb,Lga1200,,65w,
124,https://www.jimms.fi/fi/Product/Show/180897/100-100000457box/amd-ryzen-5-5500-am4-3-6-ghz-6-core-boxed,109.9,Ryzen 5 5500,AMD,CPU_380810-ig800gg.jpg,https://ic.jimms.fi/product/1/9/380810-ig800gg.jpg,6,12,3.6 ghz,16mb,Am4,Amd wraith stealth,65w,
125,https://www.jimms.fi/fi/Product/Show/176046/bx8071512900k/intel-core-i9-12900k-lga1700-3-20-ghz-30mb-boxed,471.9,Core i9-12900k,Intel,CPU_356336-ig800gg.jpg,https://ic.jimms.fi/product/3/3/356336-ig800gg.jpg,16 (8p + 8e),24,3.20 ghz (base),30mb,Lga1700,,125w,Intel® uhd graphics 770
126,https://www.jimms.fi/fi/Product/Show/196450/100-000001162/amd-epyc-8324pn-sp6-2-05-ghz-32-core-tray,2732.9,Epyc 8324pn,AMD,CPU_463864-ig800gg.jpg,https://ic.jimms.fi/product/6/5/463864-ig800gg.jpg,32,64,2.05 ghz,128 mb,Sp6,,130 w,
127,https://www.jimms.fi/fi/Product/Show/187570/100-000000802/amd-epyc-9124-sp5-3-00-ghz-16-core-tray,1322.9,Epyc 9124,AMD,CPU_416159-ig800gg.jpg,https://ic.jimms.fi/product/5/0/416159-ig800gg.jpg,16,32,3.0 ghz,64 mb,Sp5,,200 w,
128,https://www.jimms.fi/fi/Product/Show/191497/pk8071305126800/intel-xeon-w7-2475x-lga4677-2-60ghz-37-5mb-tray,2533.9,Xeon w7-2475x,Intel,CPU_436530-ig800gg.jpg,https://ic.jimms.fi/product/3/9/436530-ig800gg.jpg,"20 (20 p-core, 0 e-core)",40,2.60 ghz (base),37.5 mb intel smart cache,Lga4677,,225 w,
